agno,fecha_bbdd,codigo_bbdd,grado,rbd,dvrbd,nom_rbd,cod_reg_rbd,nom_reg_rbd,cod_pro_rbd,nom_pro_rbd,cod_com_rbd,nom_com_rbd,nom_deprov_rbd,cod_reg_rbd_2014,nom_reg_rbd_2014,cod_pro_rbd_2014,nom_pro_rbd_2014,cod_com_rbd_2014,nom_com_rbd_2014,nom_deprov_rbd_2014,cod_depe1,cod_depe2,cod_grupo,cod_rural_rbd,nalu_lect4b_rbd,nalu_mate4b_rbd,nalu_soc4b_rbd,prom_lect4b_rbd,prom_mate4b_rbd,prom_soc4b_rbd,dif_lect4b_rbd,dif_mate4b_rbd,dif_soc4b_rbd,difgru_lect4b_rbd,difgru_mate4b_rbd,difgru_soc4b_rbd,sigdif_lect4b_rbd,sigdif_mate4b_rbd,sigdif_soc4b_rbd,siggru_lect4b_rbd,siggru_mate4b_rbd,siggru_soc4b_rbd,palu_eda_ins_lect4b_rbd,palu_eda_ele_lect4b_rbd,palu_eda_ade_lect4b_rbd,palu_eda_ins_mate4b_rbd,palu_eda_ele_mate4b_rbd,palu_eda_ade_mate4b_rbd,palu_eda_ins_soc4b_rbd,palu_eda_ele_soc4b_rbd,palu_eda_ade_soc4b_rbd,marca_lect4b_rbd,marca_mate4b_rbd,marca_soc4b_rbd,marcadif_lect4b_rbd,marcadif_mate4b_rbd,marcadif_soc4b_rbd,marca_eda_lect4b_rbd,marca_eda_mate4b_rbd,marca_eda_soc4b_rbd,noaplica
2014,20151009,final20151009v1,4b,26139,4,ESCUELA BAS. VILLA SAN IGNACIO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13124,PUDAHUEL,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13124,PUDAHUEL,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,38,36,37,266,263,246,-4,-17,-24,1,6,-10,No significativa,Negativa y significativa,Negativa y significativa,No significativa,Positiva y significativa,Negativa y significativa,28.9,39.5,31.6,22.2,63.9,13.9,43.2,48.6,8.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26145,9,ESC. BAS. LA CANTERA DE MAPUHUE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13112,LA PINTANA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13112,LA PINTANA,CORDILLERA,Particular subvencionado,Particular subvencionado,Bajo,Urbano,16,15,15,245,229,218,33,19,-26,0,-5,-16,Positiva y significativa,No significativa,Negativa y significativa,No significativa,No significativa,Negativa y significativa,50,37.5,12.5,66.7,33.3,0,60,20,20,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26150,5,COLEGIO  FITZROY COLLEGE,13,REGIÓN METROPOLITANA,4,MAIPO,13401,SAN BERNARDO,SANTIAGO SUR,13,REGIÓN METROPOLITANA,4,MAIPO,13401,SAN BERNARDO,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio,Urbano,30,30,29,263,248,248,-2,1,-3,-2,-9,-8,No significativa,No significativa,No significativa,No significativa,Negativa y significativa,No significativa,26.7,50,23.3,53.3,33.3,13.3,41.4,44.8,13.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26152,1,ESCUELA BASICA SAN PEDRO APOSTOL DE PAINE,13,REGIÓN METROPOLITANA,4,MAIPO,13404,PAINE,SANTIAGO SUR,13,REGIÓN METROPOLITANA,4,MAIPO,13404,PAINE,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,30,31,31,247,222,230,8,-4,-19,-4,-21,-11,No significativa,No significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,36.7,40,23.3,71,22.6,6.5,58.1,35.5,6.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26155,6,ESCUELA BASICA N°2145 COLEGIO DUNALASTAIR PEÑALOLÉN,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,69,72,72,301,299,286,-8,11,-13,3,3,-6,No significativa,No significativa,Negativa y significativa,No significativa,No significativa,Negativa y significativa,10.1,21.7,68.1,8.3,38.9,52.8,8.3,44.4,47.2,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26157,2,LICEO MUNICIPAL DE BATUCO,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,Corporación Municipal,Municipal,Bajo,Urbano,25,24,24,234,224,221,47,17,-19,-11,-10,-13,Positiva y significativa,No significativa,No significativa,Negativa y significativa,No significativa,Negativa y significativa,52,36,12,70.8,29.2,0,66.7,33.3,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26158,0,ESCUELA BAS. AKORI,13,REGIÓN METROPOLITANA,1,SANTIAGO,13102,CERRILLOS,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13102,CERRILLOS,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,22,21,21,240,223,224,2,3,-15,-11,-20,-17,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,59.1,18.2,22.7,66.7,23.8,9.5,61.9,33.3,4.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26164,5,COLEGIO SAN JOSE DE CERRILLOS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13102,CERRILLOS,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13102,CERRILLOS,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,23,23,23,269,242,243,24,0,-13,4,-15,-13,Positiva y significativa,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,26.1,43.5,30.4,56.5,39.1,4.3,43.5,56.5,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26171,8,ESCUELA BASICA N° 2150 REMBRANDT,13,REGIÓN METROPOLITANA,1,SANTIAGO,13114,LAS CONDES,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13114,LAS CONDES,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,6,6,0,210,169,,,,,-88,-127,,,,,Negativa y significativa,Negativa y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26172,6,ESCUELA BAS. FALCON COLLEGE LITTLE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13126,QUINTA NORMAL,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13126,QUINTA NORMAL,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,31,31,32,225,218,235,-51,-20,-10,-40,-39,-21,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,61.3,22.6,16.1,71,25.8,3.2,53.1,43.8,3.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26202,1,ESCUELA ESP. MI MUNDO EN PALABRAS DE BUIN,13,REGIÓN METROPOLITANA,4,MAIPO,13402,BUIN,SANTIAGO SUR,13,REGIÓN METROPOLITANA,4,MAIPO,13402,BUIN,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,19,20,20,245,237,240,,,,-6,-6,-1,,,,No significativa,No significativa,No significativa,42.1,47.4,10.5,65,35,0,60,30,10,,,,Alumnos insuficientes,Alumnos insuficientes,Alumnos insuficientes,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26209,9,COLEGIO SAN JUAN DIEGO DE GUADALUPE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,68,71,71,238,224,218,7,-4,-14,-13,-19,-23,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,50,39.7,10.3,69,28.2,2.8,73.2,23.9,2.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26219,6,CENTRO EDUC. GOYENECHEA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13128,RENCA,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13128,RENCA,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Bajo,Urbano,38,37,36,227,204,215,5,-8,14,-18,-30,-19,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,71.1,15.8,13.2,78.4,16.2,5.4,83.3,16.7,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26228,5,ESCUELA BAS. ECHAURREN N° 2,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,30,29,29,264,273,265,39,63,14,-17,-1,-7,Positiva y significativa,Positiva y significativa,No significativa,Negativa y significativa,No significativa,No significativa,30,36.7,33.3,24.1,37.9,37.9,31,37.9,31,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26235,8,ESCUELA BASICA PARTICULAR PAICAVI DE LAMPA,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Bajo,Urbano,21,20,20,213,233,215,-31,4,-14,-32,-1,-19,Negativa y significativa,No significativa,No significativa,Negativa y significativa,No significativa,Negativa y significativa,66.7,33.3,0,50,45,5,80,20,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26238,2,COLEGIO DEL VERBO DIVINO DE CHICUREO,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,Particular pagado,Particular pagado,Alto,Urbano,54,54,54,297,285,279,1,-7,-24,-1,-11,-13,No significativa,No significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,5.6,33.3,61.1,14.8,44.4,40.7,16.7,46.3,37,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26239,0,ESCUELA DE PARV. Y ESP. AMANECER DE EL BOSQUE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13105,EL BOSQUE,SANTIAGO SUR,13,REGIÓN METROPOLITANA,1,SANTIAGO,13105,EL BOSQUE,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,25,25,25,231,225,227,19,26,,-20,-18,-14,Positiva y significativa,Positiva y significativa,,Negativa y significativa,Negativa y significativa,Negativa y significativa,56,32,12,72,28,0,64,28,8,,,,,,Alumnos insuficientes,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26244,7,ESCUELA BAS. SAN ESTEBAN DE MELIPILLA,13,REGIÓN METROPOLITANA,5,MELIPILLA,13501,MELIPILLA,TALAGANTE,13,REGIÓN METROPOLITANA,5,MELIPILLA,13501,MELIPILLA,TALAGANTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,30,31,31,238,230,236,-21,-13,2,-13,-13,-5,Negativa y significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,53.3,43.3,3.3,54.8,45.2,0,48.4,45.2,6.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26245,5,ESCUELA BAS. CRISTIANO EL SEMBRADOR,13,REGIÓN METROPOLITANA,1,SANTIAGO,13104,CONCHALÍ,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13104,CONCHALÍ,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,36,34,34,257,252,239,-4,0,-29,-8,-5,-17,No significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,33.3,38.9,27.8,41.2,38.2,20.6,50,44.1,5.9,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26249,8,ESCUELA BASICA MIRAFLORES DE LAMPA,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,29,29,29,250,254,245,19,3,25,-15,-3,-11,Positiva y significativa,No significativa,Positiva y significativa,Negativa y significativa,No significativa,Negativa y significativa,44.8,31,24.1,44.8,34.5,20.7,55.2,31,13.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26250,1,ESCUELA BAS. MISIONERO DE AGOSTINI,13,REGIÓN METROPOLITANA,1,SANTIAGO,13112,LA PINTANA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13112,LA PINTANA,CORDILLERA,Particular subvencionado,Particular subvencionado,Bajo,Urbano,26,27,27,236,213,230,21,21,-1,-9,-21,-4,Positiva y significativa,Positiva y significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,53.8,30.8,15.4,66.7,29.6,3.7,63,33.3,3.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26254,4,COLEGIO SANTA MARIA GORETTI DE PADRE HUR,13,REGIÓN METROPOLITANA,6,TALAGANTE,13604,PADRE HURTADO,TALAGANTE,13,REGIÓN METROPOLITANA,6,TALAGANTE,13604,PADRE HURTADO,TALAGANTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,38,39,39,266,243,245,3,-12,41,1,-14,-11,No significativa,No significativa,Positiva y significativa,No significativa,Negativa y significativa,Negativa y significativa,31.6,39.5,28.9,48.7,35.9,15.4,41,38.5,20.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26260,9,ESCUELA PART. BOSTON COLLEGE PUDAHUEL,13,REGIÓN METROPOLITANA,1,SANTIAGO,13124,PUDAHUEL,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13124,PUDAHUEL,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,157,156,158,272,285,266,-24,-9,-15,-9,11,-6,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Positiva y significativa,Negativa y significativa,27.4,28.7,43.9,12.8,44.2,42.9,24.7,51.9,23.4,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26268,4,COLEGIO SAINT LOUIS SCHOOL,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Alto,Urbano,47,47,47,282,278,281,-3,-2,-13,-16,-18,-11,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,19.1,29.8,51.1,25.5,36.2,38.3,14.9,38.3,46.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26269,2,COLEGIO ALTO DEL VALLE,13,REGIÓN METROPOLITANA,4,MAIPO,13402,BUIN,SANTIAGO SUR,13,REGIÓN METROPOLITANA,4,MAIPO,13402,BUIN,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio,Urbano,88,89,89,268,261,251,6,-1,-5,3,4,-5,No significativa,No significativa,No significativa,No significativa,No significativa,No significativa,33,23.9,43.2,38.2,34.8,27,42.7,34.8,22.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26271,4,ESCUELA BAS. VALLE VERDE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,31,31,31,265,250,245,30,21,-9,14,7,4,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,No significativa,22.6,48.4,29,48.4,45.2,6.5,35.5,54.8,9.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26272,2,ESCUELA BASICA WESTON ACADEMY,13,REGIÓN METROPOLITANA,1,SANTIAGO,13125,QUILICURA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13125,QUILICURA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Alto,Urbano,91,91,91,286,292,300,-4,5,8,-12,-4,8,No significativa,No significativa,No significativa,Negativa y significativa,No significativa,Positiva y significativa,13.2,37.4,49.5,11,39.6,49.5,5.5,38.5,56,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26274,9,ESCUELA BAS. REINA NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Bajo,Urbano,18,19,19,300,277,254,34,16,24,55,43,20,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,11.1,11.1,77.8,15.8,42.1,42.1,31.6,42.1,26.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26278,1,ESCUELA BASICA ARISTA VITAE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13109,LA CISTERNA,SANTIAGO SUR,13,REGIÓN METROPOLITANA,1,SANTIAGO,13109,LA CISTERNA,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio,Urbano,22,22,22,247,221,230,-11,-26,-21,-18,-36,-26,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,45.5,36.4,18.2,77.3,18.2,4.5,45.5,50,4.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26287,0,ESCUELA BASICA BRUNNENWEG,13,REGIÓN METROPOLITANA,1,SANTIAGO,13107,HUECHURABA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13107,HUECHURABA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,18,19,19,245,231,253,-17,-20,-1,-36,-43,-19,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,50,38.9,11.1,57.9,42.1,0,36.8,42.1,21.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26293,5,ESCUELA BAS. INTEGRAL ENLACES DE LAMPA,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13302,LAMPA,SANTIAGO NORTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,35,33,33,258,231,228,8,-4,-5,-7,-26,-28,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,28.6,48.6,22.9,60.6,30.3,9.1,54.5,42.4,3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26297,8,ESCUELA BASICA N°2021 MONTAHUE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13107,HUECHURABA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13107,HUECHURABA,SANTIAGO NORTE,Particular pagado,Particular pagado,Alto,Urbano,20,20,0,267,259,,-38,0,,-31,-37,,Negativa y significativa,No significativa,,Negativa y significativa,Negativa y significativa,,30,10,60,45,25,30,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26298,6,ESCUELA LA ARAUCARIA DE MAIPU,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13119,MAIPÚ,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,14,11,14,238,211,229,-22,-30,-8,-27,-46,-27,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,57.1,21.4,21.4,81.8,9.1,9.1,64.3,28.6,7.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26304,4,ESCUELA BAS. PEÑIHUEN ANDINO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,17,17,16,262,256,250,2,23,-15,-19,-18,-22,No significativa,Positiva y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,29.4,35.3,35.3,35.3,47.1,17.6,31.3,62.5,6.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26305,2,COLEGIO MONTAHUE DE PEÑALOLEN,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,6,6,0,229,252,,-64,-40,,-69,-44,,Negativa y significativa,Negativa y significativa,,Negativa y significativa,Negativa y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26311,7,COLEGIO LINCOLN INTERN ACADEMY VALLE NORTE CHICUREO,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,Particular pagado,Particular pagado,Alto,Urbano,53,51,51,284,252,260,-1,-30,-15,-14,-44,-32,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,22.6,20.8,56.6,43.1,41.2,15.7,29.4,47.1,23.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26324,9,EST. EDUC. PART. ARCANGEL GABRIEL N° 2,13,REGIÓN METROPOLITANA,1,SANTIAGO,13121,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13121,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,Particular subvencionado,Particular subvencionado,Medio,Urbano,22,22,22,299,276,268,12,-20,8,34,19,12,No significativa,Negativa y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,18.2,13.6,68.2,13.6,50,36.4,31.8,36.4,31.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26328,1,COLEGIO ANTUQUENU ANDINO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular pagado,Particular pagado,Alto,Urbano,6,6,0,273,238,,22,20,,-25,-58,,Positiva y significativa,No significativa,,Negativa y significativa,Negativa y significativa,,,,,,,,,,,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26335,4,COLEGIO DUNALASTAIR VALLE NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,13,REGIÓN METROPOLITANA,3,CHACABUCO,13301,COLINA,SANTIAGO NORTE,Particular pagado,Particular pagado,Alto,Urbano,113,116,117,292,292,273,1,2,-21,-6,-4,-19,No significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,12.4,26.5,61.1,6.9,45.7,47.4,13.7,56.4,29.9,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26341,9,ESC. BAS. NUEVA ESPERANZA DE EL BOSQUE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13105,EL BOSQUE,SANTIAGO SUR,13,REGIÓN METROPOLITANA,1,SANTIAGO,13105,EL BOSQUE,SANTIAGO SUR,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,29,30,30,271,255,245,-7,-11,-11,20,12,4,No significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,No significativa,20.7,55.2,24.1,43.3,46.7,10,46.7,43.3,10,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26345,1,ESC. BAS. EJERCITO DE SALVACION DE SANTIAGO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13101,SANTIAGO,SANTIAGO CENTRO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13101,SANTIAGO,SANTIAGO CENTRO,Particular subvencionado,Particular subvencionado,Medio,Urbano,25,25,25,244,237,226,-30,-7,-24,-21,-20,-30,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,44,44,12,60,36,4,64,32,4,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,26352,4,ESC. PROFESOR FELIX ALVAREZ,13,REGIÓN METROPOLITANA,1,SANTIAGO,13126,QUINTA NORMAL,SANTIAGO PONIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13126,QUINTA NORMAL,SANTIAGO PONIENTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,31,31,31,287,294,276,-18,-11,0,36,51,35,Negativa y significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,16.1,32.3,51.6,9.7,35.5,54.8,16.1,51.6,32.3,,,,,,,,,,Rbd y curso rinde Simce
